OBJECTID,A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,STATE,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_RESTUSE,A_HELMUSE,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC,A_DOA
52891,5,6,13,8,10,10,12,7,3,32,320278,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
52892,5,6,13,8,10,10,12,7,3,32,320278,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
52893,5,6,13,8,10,10,12,7,3,32,320278,2,5,2023,2,1,4,3,0,0,0,1,6,1,5
52894,2,2,5,2,2,2,4,2,2,32,320278,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
52895,3,5,9,6,6,6,8,5,2,32,320278,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
52896,4,5,11,7,8,8,10,6,2,32,320279,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52897,3,5,9,6,6,6,8,4,2,32,320279,2,1,2023,1,1,4,1,1,3,4,1,1,1,3
52898,3,5,8,5,5,5,7,3,2,32,320280,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
52899,5,6,13,8,10,10,12,7,3,32,320280,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
52900,3,5,9,6,6,6,8,4,2,32,320281,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
52901,3,5,8,5,5,5,7,3,2,32,320281,2,1,2023,1,1,4,1,1,4,5,1,1,1,3
52902,3,5,8,5,5,5,7,3,2,32,320282,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
52903,4,5,12,7,9,9,11,6,2,32,320282,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52904,4,5,12,7,9,9,11,6,2,32,320282,2,2,2023,2,2,4,5,3,7,8,1,1,1,1
52905,4,5,12,7,9,9,11,6,2,32,320283,1,1,2023,1,3,4,5,1,1,2,1,1,1,2
52906,4,5,12,7,9,9,11,6,2,32,320283,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
52907,3,4,7,4,4,4,6,2,2,32,320284,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52908,3,5,8,5,5,5,7,3,2,32,320284,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52909,3,5,9,6,6,6,8,4,2,32,320284,2,2,2023,2,2,4,5,2,1,1,3,1,1,3
52910,4,5,10,6,7,7,9,6,2,32,320285,1,1,2023,1,3,4,1,1,1,2,2,1,1,1
52911,4,5,10,6,7,7,9,5,2,32,320286,1,1,2023,1,1,4,1,1,1,2,1,1,1,1
52912,4,5,10,6,7,7,9,6,2,32,320286,1,2,2023,2,1,4,1,1,1,2,1,1,1,1
52913,3,5,9,6,6,6,8,5,2,32,320286,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52914,3,4,7,4,4,4,6,3,2,32,320287,0,1,2023,4,4,4,1,2,1,1,1,1,2,3
52915,3,5,9,6,6,6,8,4,2,32,320287,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
52916,3,5,8,5,5,5,7,3,2,32,320288,1,1,2023,1,1,4,2,2,1,1,1,1,1,1
52917,3,5,8,5,5,5,7,4,2,32,320288,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
52918,2,3,6,3,3,3,5,2,2,32,320289,1,1,2023,1,2,4,2,0,0,0,2,6,1,5
52919,3,4,7,4,4,4,6,2,2,32,320289,1,2,2023,2,2,4,2,2,1,1,2,1,1,1
52920,4,5,11,7,8,8,10,6,2,32,320290,0,1,2023,3,4,4,2,1,1,2,1,1,2,1
52921,4,5,11,7,8,8,10,6,2,32,320290,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52922,4,5,11,7,8,8,10,6,2,32,320290,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
52923,3,5,8,5,5,5,7,4,2,32,320290,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52924,3,4,7,4,4,4,6,3,2,32,320290,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
52925,3,5,8,5,5,5,7,3,2,32,320291,0,1,2023,3,4,4,2,1,1,2,1,1,2,1
52926,4,5,10,6,7,7,9,6,2,32,320291,1,1,2023,1,3,4,2,0,0,0,1,6,1,5
52927,4,5,11,7,8,8,10,6,2,32,320292,0,1,2023,3,4,4,1,1,1,2,1,1,4,3
52928,3,4,7,4,4,4,6,2,2,32,320292,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52929,3,5,9,6,6,6,8,4,2,32,320292,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52930,3,4,7,4,4,4,6,3,2,32,320293,1,1,2023,1,1,4,1,1,1,2,1,1,1,1
52931,3,5,8,5,5,5,7,4,2,32,320293,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52932,2,3,6,3,3,3,5,2,2,32,320294,1,1,2023,2,2,4,1,2,1,1,2,1,1,1
52933,1,1,2,1,1,1,1,1,1,32,320294,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
52934,1,1,1,1,1,1,1,1,1,32,320294,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
52935,1,1,1,1,1,1,1,1,1,32,320294,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
52936,3,4,7,4,4,4,6,2,2,32,320294,1,5,2023,1,2,4,3,0,0,0,2,6,1,5
52937,3,4,7,4,4,4,6,3,2,32,320295,0,1,2023,3,4,4,3,1,2,3,1,1,3,3
52938,4,5,10,6,7,7,9,6,2,32,320295,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
52939,2,3,6,3,3,3,5,2,2,32,320296,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
52940,2,3,6,3,3,3,5,2,2,32,320296,1,2,2023,2,1,4,1,1,4,5,1,1,1,1
52941,2,3,6,3,3,3,5,2,2,32,320296,1,3,2023,2,1,4,1,1,4,5,1,1,1,1
52942,3,5,8,5,5,5,7,4,2,32,320296,2,1,2023,1,1,4,1,3,4,5,1,1,1,1
52943,4,5,10,6,7,7,9,5,2,32,320296,2,2,2023,2,1,4,1,1,1,2,1,1,1,1
52944,4,5,10,6,7,7,9,5,2,32,320296,3,1,2023,1,3,4,3,0,0,0,1,6,1,5
52945,4,5,10,6,7,7,9,6,2,32,320298,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52946,4,5,12,7,9,9,11,6,2,32,320298,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
52947,3,5,8,5,5,5,7,3,2,32,320299,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
52948,4,5,11,7,8,8,10,6,2,32,320299,1,2,2023,2,2,4,1,1,1,2,2,1,1,1
52949,4,5,10,6,7,7,9,6,2,32,320300,0,1,2023,3,4,4,2,2,1,1,1,1,3,1
52950,4,5,12,7,9,9,11,6,2,32,320300,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52951,3,5,9,6,6,6,8,5,2,32,320301,0,1,2023,3,4,4,3,1,4,5,1,1,4,3
52952,3,5,8,5,5,5,7,3,2,32,320301,0,2,2023,3,4,4,3,1,1,2,1,1,4,1
52953,3,5,9,6,6,6,8,4,2,32,320301,1,1,2023,1,3,4,2,0,0,0,1,6,1,5
52954,3,4,7,4,4,4,6,3,2,32,320301,2,1,2023,5,4,4,3,0,0,0,1,6,1,5
52955,3,5,9,6,6,6,8,5,2,32,320303,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
52956,3,5,9,6,6,6,8,4,2,32,320303,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52957,3,4,7,4,4,4,6,2,2,32,320304,1,1,2023,1,4,1,5,1,1,2,1,1,1,3
52958,3,5,9,6,6,6,8,5,2,32,320304,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52959,4,5,10,6,7,7,9,6,2,32,320305,1,1,2023,1,2,4,2,1,2,3,1,1,1,3
52960,3,4,7,4,4,4,6,3,2,32,320305,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52961,2,3,6,3,3,3,5,2,2,32,320305,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
52962,2,3,6,3,3,3,5,2,2,32,320305,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
52963,3,4,7,4,4,4,6,2,2,32,320305,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
52964,3,5,9,6,6,6,8,5,2,32,320305,5,1,2023,1,1,4,3,0,0,0,1,6,1,5
52965,4,5,10,6,7,7,9,5,2,32,320306,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52966,4,5,11,7,8,8,10,6,2,32,320306,2,1,2023,1,4,1,1,1,1,2,1,1,1,3
52967,2,3,6,3,3,3,5,2,2,32,320307,1,1,2023,1,2,4,2,2,1,1,2,1,1,1
52968,3,5,8,5,5,5,7,4,2,32,320308,0,1,2023,3,4,4,1,3,1,8,1,1,3,1
52969,5,6,13,8,10,10,12,7,3,32,320308,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
52970,2,3,6,3,3,3,5,2,2,32,320309,1,1,2023,1,1,4,1,2,1,1,1,1,1,3
52971,2,3,6,3,3,3,5,2,2,32,320309,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
52972,4,5,11,7,8,8,10,6,2,32,320309,2,1,2023,1,1,4,2,0,0,0,1,6,1,5
52973,4,5,12,7,9,9,11,6,2,32,320309,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
52974,3,5,8,5,5,5,7,4,2,32,320310,0,1,2023,3,4,4,1,1,1,2,1,1,2,1
52975,3,4,7,4,4,4,6,3,2,32,320310,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
52976,3,4,7,4,4,4,6,2,2,32,320311,0,1,2023,3,4,4,5,1,2,3,1,1,3,1
52977,5,6,13,8,10,10,12,7,3,32,320311,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
52978,4,5,12,7,9,9,11,6,2,32,320312,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
52979,2,2,5,2,2,2,4,1,2,32,320312,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
52980,2,2,5,2,2,2,4,1,2,32,320313,1,1,2023,1,1,4,1,2,1,1,1,1,1,3
52981,2,2,5,2,2,2,4,1,2,32,320313,1,2,2023,2,2,4,3,0,0,0,2,6,1,5
52982,4,5,11,7,8,8,10,6,2,32,320314,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
52983,3,5,9,6,6,6,8,5,2,32,320314,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
52984,3,5,8,5,5,5,7,4,2,32,320315,1,1,2023,1,1,4,1,1,4,5,1,1,1,1
52985,4,5,11,7,8,8,10,6,2,32,320315,1,2,2023,2,1,4,1,1,4,5,1,1,1,1
52986,3,5,9,6,6,6,8,4,2,32,320315,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
52987,1,1,3,1,1,1,3,1,1,32,320315,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
52988,1,1,2,1,1,1,2,1,1,32,320315,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
52989,3,5,8,5,5,5,7,3,2,32,320315,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
52990,3,5,8,5,5,5,7,4,2,32,320315,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
52991,4,5,11,7,8,8,10,6,2,32,320315,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
52992,4,5,10,6,7,7,9,5,2,32,320315,4,2,2023,2,1,4,3,0,0,0,1,6,1,5
52993,3,4,7,4,4,4,6,2,2,32,320316,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
52994,3,4,7,4,4,4,6,3,2,32,320316,1,2,2023,2,2,4,2,2,2,1,2,1,1,1
52995,3,5,9,6,6,6,8,4,2,32,320317,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
52996,3,4,7,4,4,4,6,2,2,32,320317,2,1,2023,1,4,1,1,2,1,1,1,1,1,1
52997,3,4,7,4,4,4,6,2,2,32,320318,1,1,2023,1,2,4,2,3,8,9,1,1,1,1
52998,3,4,7,4,4,4,6,3,2,32,320318,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
52999,2,2,5,2,2,2,4,1,2,32,320318,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53000,3,4,7,4,4,4,6,3,2,32,320318,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53001,2,2,5,2,2,2,4,2,2,32,320318,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
53002,3,4,7,4,4,4,6,2,2,32,320319,1,1,2023,1,4,1,1,1,1,2,1,1,1,1
53003,4,5,10,6,7,7,9,6,2,32,320319,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53004,4,5,10,6,7,7,9,5,2,32,320320,0,1,2023,3,4,4,1,2,1,1,1,1,2,1
53005,2,3,6,3,3,3,5,2,2,32,320320,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
53006,4,5,10,6,7,7,9,5,2,32,320320,2,1,2023,1,3,4,3,0,0,0,1,6,1,5
53007,2,2,5,2,2,2,4,1,2,32,320320,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53008,4,5,11,7,8,8,10,6,2,32,320322,0,1,2023,3,4,4,5,1,2,3,1,1,3,3
53009,2,3,6,3,3,3,5,2,2,32,320322,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53010,2,3,6,3,3,3,5,2,2,32,320322,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53011,3,5,8,5,5,5,7,3,2,32,320323,0,1,2023,3,4,4,1,1,2,3,1,1,4,1
53012,2,3,6,3,3,3,5,2,2,32,320323,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53013,3,5,8,5,5,5,7,3,2,32,320324,1,1,2023,1,2,4,2,2,1,1,2,1,1,1
53014,4,5,11,7,8,8,10,6,2,32,320325,0,1,2023,3,4,4,1,3,1,8,1,1,3,1
53015,2,2,5,2,2,2,4,1,2,32,320325,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53016,2,2,5,2,2,2,4,1,2,32,320326,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
53017,4,5,11,7,8,8,10,6,2,32,320327,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
53018,4,5,11,7,8,8,10,6,2,32,320327,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53019,3,5,8,5,5,5,7,4,2,32,320328,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
53020,3,4,7,4,4,4,6,3,2,32,320328,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53021,3,4,7,4,4,4,6,2,2,32,320329,0,1,2023,3,4,4,1,1,2,3,1,1,3,1
53022,4,5,10,6,7,7,9,5,2,32,320329,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53023,4,5,12,7,9,9,11,6,2,32,320329,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53024,3,5,8,5,5,5,7,3,2,32,320329,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53025,2,2,5,2,2,2,4,1,2,32,320330,1,1,2023,1,2,4,2,2,1,1,2,1,1,1
53026,2,2,5,2,2,2,4,1,2,32,320331,1,1,2023,1,2,4,3,0,0,0,1,6,1,5
53027,3,5,8,5,5,5,7,3,2,32,320331,2,1,2023,1,1,4,1,2,1,1,1,1,1,3
53028,1,1,2,1,1,1,2,1,1,32,320331,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53029,4,5,11,7,8,8,10,6,2,32,320332,0,1,2023,3,4,4,3,1,1,2,1,1,4,3
53030,4,5,11,7,8,8,10,6,2,32,320332,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
53031,3,5,8,5,5,5,7,3,2,32,320333,1,1,2023,1,3,4,1,2,1,1,2,1,1,1
53032,3,4,7,4,4,4,6,2,2,32,320333,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53033,3,4,7,4,4,4,6,3,2,32,320333,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53034,4,5,10,6,7,7,9,5,2,32,320334,0,1,2023,3,4,4,1,1,2,3,1,1,3,1
53035,3,4,7,4,4,4,6,3,2,32,320334,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53036,3,5,8,5,5,5,7,3,2,32,320334,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53037,3,5,9,6,6,6,8,5,2,32,320334,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53038,4,5,10,6,7,7,9,6,2,32,320334,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
53039,3,5,8,5,5,5,7,3,2,32,320334,5,1,2023,1,1,4,3,0,0,0,1,6,1,5
53040,3,5,8,5,5,5,7,3,2,32,320334,5,2,2023,2,1,4,3,0,0,0,1,6,1,5
53041,4,5,11,7,8,8,10,6,2,32,320334,6,1,2023,1,3,4,3,0,0,0,1,6,1,5
53042,4,5,11,7,8,8,10,6,2,32,320334,6,2,2023,2,1,4,3,0,0,0,1,6,1,5
53043,4,5,11,7,8,8,10,6,2,32,320335,0,1,2023,3,4,4,1,3,8,9,1,1,2,3
53044,4,5,12,7,9,9,11,6,2,32,320335,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53045,2,2,5,2,2,2,4,2,2,32,320336,1,1,2023,1,2,4,2,1,3,4,1,1,1,3
53046,2,2,5,2,2,2,4,2,2,32,320337,0,1,2023,3,4,4,1,1,2,3,1,1,3,1
53047,4,5,10,6,7,7,9,6,2,32,320337,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53048,3,5,8,5,5,5,7,4,2,32,320338,0,1,2023,3,4,4,1,2,1,1,1,1,3,1
53049,3,4,7,4,4,4,6,2,2,32,320338,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53050,3,5,9,6,6,6,8,5,2,32,320339,1,1,2023,1,3,4,2,0,0,0,1,6,1,5
53051,3,4,7,4,4,4,6,2,2,32,320339,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
53052,2,3,6,3,3,3,5,2,2,32,320339,2,1,2023,1,1,4,1,1,1,2,1,1,1,3
53053,3,5,9,6,6,6,8,5,2,32,320340,0,1,2023,3,4,4,1,3,8,9,1,1,3,1
53054,3,5,8,5,5,5,7,4,2,32,320340,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53055,3,5,8,5,5,5,7,4,2,32,320340,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53056,3,5,9,6,6,6,8,4,2,32,320341,0,1,2023,3,4,4,2,2,1,1,1,1,3,1
53057,3,4,7,4,4,4,6,3,2,32,320341,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53058,3,5,9,6,6,6,8,5,2,32,320342,1,1,2023,1,1,4,1,1,1,2,1,1,1,1
53059,4,5,10,6,7,7,9,6,2,32,320342,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
53060,3,5,9,6,6,6,8,5,2,32,320342,3,1,2023,1,3,4,3,0,0,0,1,6,1,5
53061,1,1,1,1,1,1,1,1,1,32,320342,3,2,2023,2,1,4,2,1,7,8,1,1,1,3
53062,2,2,5,2,2,2,4,1,2,32,320342,5,1,2023,5,4,4,3,0,0,0,1,6,1,5
53063,2,2,5,2,2,2,4,1,2,32,320342,5,2,2023,5,4,4,3,0,0,0,1,6,1,5
53064,2,2,5,2,2,2,4,1,2,32,320342,5,3,2023,5,4,4,3,0,0,0,1,6,1,5
53065,4,5,11,7,8,8,10,6,2,32,320343,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
53066,3,4,7,4,4,4,6,2,2,32,320343,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53067,4,5,11,7,8,8,10,6,2,32,320344,0,1,2023,5,4,4,2,1,1,2,1,1,2,3
53068,3,4,7,4,4,4,6,3,2,32,320344,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53069,3,5,8,5,5,5,7,4,2,32,320345,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
53070,3,5,9,6,6,6,8,4,2,32,320345,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53071,2,2,5,2,2,2,4,1,2,32,320345,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53072,2,3,6,3,3,3,5,2,2,32,320345,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53073,3,5,8,5,5,5,7,3,2,32,320345,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53074,1,1,3,1,1,1,3,1,1,32,320345,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
53075,1,1,3,1,1,1,2,1,1,32,320345,3,3,2023,2,1,4,3,0,0,0,1,6,1,5
53076,1,1,2,1,1,1,2,1,1,32,320345,3,4,2023,2,1,4,3,0,0,0,1,6,1,5
53077,2,2,5,2,2,2,4,1,2,32,320345,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
53078,2,2,5,2,2,2,4,1,2,32,320345,4,2,2023,2,1,4,3,0,0,0,1,6,1,5
53079,3,5,8,5,5,5,7,4,2,32,320345,5,1,2023,1,1,4,3,0,0,0,1,6,1,5
53080,3,5,8,5,5,5,7,3,2,32,320345,5,2,2023,2,1,4,3,0,0,0,1,6,1,5
53081,3,5,8,5,5,5,7,4,2,32,320345,6,1,2023,1,1,4,3,0,0,0,1,6,1,5
53082,1,1,3,1,1,1,2,1,1,32,320345,6,2,2023,2,1,4,3,0,0,0,1,6,1,5
53083,4,5,11,7,8,8,10,6,2,32,320346,1,1,2023,1,3,4,3,1,1,2,1,1,1,3
53084,2,3,6,3,3,3,5,2,2,32,320347,0,1,2023,4,4,4,1,1,6,7,1,1,3,3
53085,3,5,8,5,5,5,7,3,2,32,320347,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53086,3,4,7,4,4,4,6,3,2,32,320348,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
53087,1,1,3,1,1,1,3,1,1,32,320349,0,1,2023,3,4,4,1,2,1,1,1,1,4,1
53088,5,6,13,8,10,10,12,7,3,32,320349,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53089,3,5,8,5,5,5,7,3,2,32,320349,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53090,3,5,8,5,5,5,7,4,2,32,320349,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53091,3,5,8,5,5,5,7,3,2,32,320349,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53092,4,5,10,6,7,7,9,5,2,32,320349,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
53093,2,2,5,2,2,2,4,1,2,32,320349,3,3,2023,2,1,4,3,0,0,0,1,6,1,5
53094,1,1,2,1,1,1,2,1,1,32,320349,3,4,2023,2,1,4,3,0,0,0,1,6,1,5
53095,1,1,3,1,1,1,3,1,1,32,320349,3,5,2023,2,1,4,3,0,0,0,1,6,1,5
53096,3,5,8,5,5,5,7,3,2,32,320350,0,1,2023,3,4,4,1,1,2,3,1,1,3,1
53097,2,3,6,3,3,3,5,2,2,32,320350,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53098,4,5,10,6,7,7,9,5,2,32,320350,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53099,4,5,10,6,7,7,9,5,2,32,320351,0,1,2023,3,4,4,1,1,1,2,1,1,2,3
53100,3,4,7,4,4,4,6,3,2,32,320351,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53101,4,5,10,6,7,7,9,5,2,32,320352,0,1,2023,3,4,4,2,1,1,2,1,1,3,3
53102,3,5,8,5,5,5,7,4,2,32,320352,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53103,3,5,9,6,6,6,8,4,2,32,320353,0,1,2023,3,4,4,2,1,1,2,1,1,2,1
53104,3,5,9,6,6,6,8,5,2,32,320353,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53105,3,5,9,6,6,6,8,5,2,32,320354,0,1,2023,3,4,4,1,2,1,1,1,1,4,3
53106,3,4,7,4,4,4,6,2,2,32,320354,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
53107,4,5,11,7,8,8,10,6,2,32,320355,1,1,2023,1,4,1,2,1,1,2,1,1,1,1
53108,3,5,8,5,5,5,7,3,2,32,320355,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53109,1,1,4,1,1,1,3,1,1,32,320355,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53110,2,2,5,2,2,2,4,1,2,32,320355,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
53111,3,5,8,5,5,5,7,3,2,32,320356,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
53112,5,6,13,8,10,10,12,7,3,32,320356,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53113,5,6,13,8,10,10,12,7,3,32,320356,2,1,2023,1,3,4,3,0,0,0,1,6,1,5
53114,3,4,7,4,4,4,6,2,2,32,320356,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53115,4,5,11,7,8,8,10,6,2,32,320357,0,1,2023,3,4,4,1,1,1,2,1,1,4,1
53116,3,5,9,6,6,6,8,5,2,32,320357,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53117,3,5,9,6,6,6,8,5,2,32,320358,0,1,2023,4,4,4,3,1,2,3,1,1,2,3
53118,3,4,7,4,4,4,6,3,2,32,320358,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53119,3,5,8,5,5,5,7,3,2,32,320359,1,1,2023,1,2,4,1,2,1,1,2,1,1,1
53120,3,4,7,4,4,4,6,3,2,32,320359,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
53121,4,5,10,6,7,7,9,6,2,32,320360,1,1,2023,1,2,4,2,2,1,1,2,1,1,3
53122,3,5,9,6,6,6,8,4,2,32,320360,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53123,3,5,8,5,5,5,7,3,2,32,320361,0,1,2023,3,4,4,1,1,1,2,1,1,3,1
53124,4,5,10,6,7,7,9,5,2,32,320361,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
53125,5,6,13,8,10,10,12,7,3,32,320361,2,1,2023,1,3,4,3,0,0,0,1,6,1,5
53126,3,4,7,4,4,4,6,2,2,32,320364,1,1,2023,1,2,4,5,0,0,0,1,6,1,5
53127,3,4,7,4,4,4,6,3,2,32,320364,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
53128,3,5,8,5,5,5,7,3,2,32,320364,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
53129,4,5,12,7,9,9,11,6,2,32,320364,2,1,2023,1,3,4,5,1,1,2,1,1,1,3
53130,4,5,12,7,9,9,11,6,2,32,320364,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53131,3,4,7,4,4,4,6,2,2,32,320365,1,1,2023,1,1,4,5,2,1,1,1,1,1,1
53132,3,5,8,5,5,5,7,3,2,32,320365,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53133,2,2,5,2,2,2,4,1,2,32,320366,1,1,2023,1,3,4,5,0,0,0,1,6,1,5
53134,2,2,5,2,2,2,4,1,2,32,320366,1,2,2023,2,3,4,1,1,3,4,2,1,1,1
53135,3,5,9,6,6,6,8,5,2,32,320367,1,1,2023,1,1,4,5,2,1,1,1,1,1,1
53136,2,3,6,3,3,3,5,2,2,32,320367,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53137,3,4,7,4,4,4,6,2,2,32,320367,2,1,2023,1,2,4,5,0,0,0,1,6,1,5
53138,3,5,8,5,5,5,7,3,2,32,320367,2,2,2023,2,2,4,5,1,1,2,1,1,1,1
53139,3,4,7,4,4,4,6,2,2,32,320368,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
53140,3,4,7,4,4,4,6,3,2,32,320368,2,1,2023,1,2,4,1,1,1,2,1,1,1,1
53141,3,5,8,5,5,5,7,4,2,32,320369,1,1,2023,1,2,4,2,0,0,0,1,6,1,5
