OBJECTID,A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,STATE,ST_CASE,VEH_NO,PER_NO,YEAR,A_PTYPE,A_RESTUSE,A_HELMUSE,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC,A_DOA
53142,3,4,7,4,4,4,6,3,2,32,320369,2,1,2023,1,2,4,1,1,2,3,1,1,1,1
53143,3,5,8,5,5,5,7,3,2,32,320370,0,1,2023,3,4,4,2,1,1,2,1,1,3,1
53144,5,6,13,8,10,10,12,7,3,32,320370,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53145,3,5,8,5,5,5,7,3,2,32,320371,1,1,2023,1,4,1,5,1,1,2,1,1,1,3
53146,3,5,8,5,5,5,7,4,2,32,320372,1,1,2023,1,2,4,5,0,0,0,1,6,1,5
53147,3,4,7,4,4,4,6,2,2,32,320372,1,2,2023,2,2,4,1,1,3,4,1,1,1,1
53148,3,5,8,5,5,5,7,3,2,32,320373,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
53149,2,2,5,2,2,2,4,1,2,32,320373,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
53150,3,5,8,5,5,5,7,4,2,32,320373,2,1,2023,1,1,4,5,0,0,0,1,6,1,5
53151,3,5,9,6,6,6,8,4,2,32,320373,3,1,2023,1,1,4,5,0,0,0,1,6,1,5
53152,2,3,6,3,3,3,5,2,2,32,320374,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53153,3,5,9,6,6,6,8,5,2,32,320374,2,1,2023,1,3,4,5,2,1,1,1,1,1,3
53154,4,5,10,6,7,7,9,6,2,32,320374,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53155,2,2,5,2,2,2,4,1,2,32,320375,1,1,2023,1,2,4,5,1,1,2,1,1,1,3
53156,2,2,5,2,2,2,4,1,2,32,320375,2,1,2023,1,2,4,5,0,0,0,1,6,1,5
53157,2,2,5,2,2,2,4,1,2,32,320376,0,1,2023,5,4,4,1,2,1,1,1,1,4,3
53158,4,5,11,7,8,8,10,6,2,32,320376,1,1,2023,1,1,4,5,0,0,0,1,6,1,5
53159,3,5,8,5,5,5,7,3,2,32,320377,1,1,2023,1,4,1,1,1,1,2,1,1,1,3
53160,3,5,8,5,5,5,7,3,2,32,320377,2,1,2023,1,1,4,5,0,0,0,1,6,1,5
53161,4,5,12,7,9,9,11,6,2,32,320378,1,1,2023,1,1,4,5,1,1,2,1,1,1,3
53162,4,5,11,7,8,8,10,6,2,32,320378,2,1,2023,1,2,4,5,0,0,0,1,6,1,5
53163,4,5,11,7,8,8,10,6,2,32,320379,0,1,2023,3,4,4,1,1,4,5,1,1,3,3
53164,5,6,13,8,10,10,12,7,3,32,320379,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53165,2,3,6,3,3,3,5,2,2,33,330001,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53166,3,5,8,5,5,5,7,4,2,33,330001,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
53167,3,5,8,5,5,5,7,4,2,33,330001,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53168,1,1,4,1,1,2,3,1,1,33,330001,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
53169,2,2,5,2,2,2,4,1,2,33,330001,2,4,2023,2,1,4,1,1,1,2,1,1,1,3
53170,3,5,8,5,5,5,7,3,2,33,330002,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53171,3,5,9,6,6,6,8,4,2,33,330002,2,1,2023,1,4,2,1,1,1,2,1,1,1,1
53172,3,4,7,4,4,4,6,2,2,33,330003,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53173,4,5,10,6,7,7,9,5,2,33,330003,2,1,2023,1,1,4,1,1,1,2,1,1,1,1
53174,4,5,10,6,7,7,9,5,2,33,330003,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53175,3,4,7,4,4,4,6,2,2,33,330004,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
53176,3,4,7,4,4,4,6,2,2,33,330004,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
53177,1,1,1,1,1,1,1,1,1,33,330004,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
53178,4,5,12,7,9,9,11,6,2,33,330004,2,1,2023,1,3,4,1,1,1,2,1,1,1,1
53179,3,5,8,5,5,5,7,3,2,33,330005,0,1,2023,3,4,4,1,1,1,2,1,1,3,3
53180,4,5,10,6,7,7,9,5,2,33,330005,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53181,4,5,10,6,7,7,9,5,2,33,330006,0,1,2023,3,4,4,1,1,1,2,1,1,4,1
53182,2,3,6,3,3,3,5,2,2,33,330006,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53183,3,5,8,5,5,5,7,4,2,33,330008,1,1,2023,1,1,4,2,1,1,2,1,1,1,1
53184,3,5,9,6,6,6,8,4,2,33,330008,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53185,1,1,4,1,1,1,3,1,1,33,330008,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53186,4,5,10,6,7,7,9,6,2,33,330009,1,1,2023,1,2,4,1,1,1,2,2,1,1,3
53187,3,5,8,5,5,5,7,4,2,33,330011,1,1,2023,1,2,4,2,1,1,2,1,1,1,1
53188,3,5,8,5,5,5,7,4,2,33,330012,1,1,2023,1,2,4,2,1,1,2,1,1,1,3
53189,3,4,7,4,4,4,6,3,2,33,330013,0,1,2023,3,4,4,1,2,7,1,1,1,3,1
53190,3,4,7,4,4,4,6,3,2,33,330013,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53191,4,5,12,7,9,9,11,6,2,33,330014,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
53192,2,3,6,3,3,3,5,2,2,33,330014,2,1,2023,1,2,4,1,1,1,2,1,1,1,1
53193,4,5,12,7,9,9,11,6,2,33,330015,0,1,2023,3,4,4,3,2,1,1,1,1,3,3
53194,3,4,7,4,4,4,6,3,2,33,330015,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53195,3,5,9,6,6,6,8,5,2,33,330016,1,1,2023,1,3,4,2,1,1,2,1,1,1,1
53196,4,5,12,7,9,9,11,6,2,33,330017,1,1,2023,1,1,4,1,1,1,2,1,1,1,1
53197,3,5,8,5,5,5,7,3,2,33,330017,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
53198,4,5,12,7,9,9,11,6,2,33,330018,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
53199,3,5,8,5,5,5,7,4,2,33,330018,2,1,2023,1,2,4,3,0,0,0,1,6,1,5
53200,1,1,1,1,1,1,1,1,1,33,330018,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
53201,3,4,7,4,4,4,6,2,2,33,330019,1,1,2023,1,2,4,1,1,1,2,2,1,1,1
53202,1,1,1,1,1,1,1,1,1,33,330019,1,2,2023,2,1,4,3,0,0,0,2,6,1,5
53203,2,3,6,3,3,3,5,2,2,33,330019,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
53204,1,1,1,1,1,1,1,1,1,33,330019,1,4,2023,2,1,4,3,0,0,0,1,6,1,5
53205,2,2,5,2,2,2,4,1,2,33,330020,1,1,2023,1,1,4,2,1,1,2,1,1,1,3
53206,2,2,5,2,2,2,4,1,2,33,330020,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
53207,3,5,8,5,5,5,7,4,2,33,330020,2,1,2023,1,1,4,1,0,0,0,1,6,1,5
53208,2,3,6,3,3,3,5,2,2,33,330021,1,1,2023,1,2,4,3,0,0,0,1,6,1,5
53209,2,3,6,3,3,3,5,2,2,33,330021,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
53210,2,3,6,3,3,3,5,2,2,33,330021,1,3,2023,2,3,4,1,1,1,2,2,1,1,1
53211,4,5,10,6,7,7,9,5,2,33,330021,2,1,2023,1,3,4,1,0,0,0,1,6,1,5
53212,4,5,12,7,9,9,11,6,2,33,330022,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53213,2,3,6,3,3,3,5,2,2,33,330022,2,1,2023,1,4,2,1,1,1,2,1,1,1,1
53214,2,2,5,2,2,2,4,2,2,33,330022,2,2,2023,2,4,2,1,1,1,2,1,1,1,3
53215,2,3,6,3,3,3,5,2,2,33,330022,3,1,2023,1,4,2,3,0,0,0,1,6,1,5
53216,2,3,6,3,3,3,5,2,2,33,330022,3,2,2023,2,4,2,3,0,0,0,1,6,1,5
53217,4,5,11,7,8,8,10,6,2,33,330023,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
53218,3,5,9,6,6,6,8,5,2,33,330024,1,1,2023,1,2,4,1,0,0,0,2,6,1,5
53219,2,3,6,3,3,3,5,2,2,33,330024,1,2,2023,2,2,4,3,0,0,0,2,6,1,5
53220,2,3,6,3,3,3,5,2,2,33,330024,1,3,2023,2,2,4,1,1,2,3,2,1,1,3
53221,3,4,7,4,4,4,6,3,2,33,330024,1,4,2023,2,2,4,3,0,0,0,2,6,1,5
53222,3,5,8,5,5,5,7,3,2,33,330025,1,1,2023,1,4,2,2,1,1,2,1,1,1,1
53223,3,5,9,6,6,6,8,5,2,33,330025,2,1,2023,1,3,4,1,0,0,0,1,6,1,5
53224,3,4,7,4,4,4,6,3,2,33,330026,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53225,5,6,13,8,10,10,12,7,3,33,330026,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53226,5,6,13,8,10,10,12,7,3,33,330026,1,3,2023,2,1,4,3,0,0,0,1,6,1,5
53227,3,4,7,4,4,4,6,2,2,33,330026,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53228,4,5,11,7,8,8,10,6,2,33,330026,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53229,3,5,8,5,5,5,7,4,2,33,330026,4,1,2023,1,1,4,3,0,0,0,1,6,1,5
53230,4,5,12,7,9,9,11,6,2,33,330026,5,1,2023,1,2,4,1,1,1,2,1,1,1,3
53231,3,4,7,4,4,4,6,2,2,33,330027,1,1,2023,1,3,4,2,1,1,2,1,1,1,1
53232,3,5,9,6,6,6,8,5,2,33,330028,0,1,2023,3,4,4,3,1,1,2,1,1,3,3
53233,4,5,12,7,9,9,11,6,2,33,330028,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53234,4,5,11,7,8,8,10,6,2,33,330028,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53235,3,5,9,6,6,6,8,5,2,33,330029,1,1,2023,1,4,2,2,1,1,2,1,1,1,1
53236,3,5,8,5,5,5,7,3,2,33,330030,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53237,3,4,7,4,4,4,6,3,2,33,330030,2,1,2023,1,4,1,1,1,1,2,1,1,1,1
53238,4,5,10,6,7,7,9,6,2,33,330031,1,1,2023,1,3,4,3,1,1,2,2,1,1,3
53239,3,5,8,5,5,5,7,3,2,33,330032,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53240,3,4,7,4,4,4,6,2,2,33,330032,2,1,2023,1,2,4,1,1,1,2,1,1,1,3
53241,2,3,6,3,3,3,5,2,2,33,330033,1,1,2023,1,2,4,2,1,1,2,1,1,1,1
53242,2,2,5,2,2,2,4,1,2,33,330033,1,2,2023,2,2,4,3,0,0,0,2,6,1,5
53243,4,5,11,7,8,8,10,6,2,33,330034,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53244,4,5,11,7,8,8,10,6,2,33,330035,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
53245,4,5,11,7,8,8,10,6,2,33,330035,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
53246,3,5,9,6,6,6,8,5,2,33,330036,1,1,2023,1,2,4,2,1,1,2,2,1,1,1
53247,4,5,11,7,8,8,10,6,2,33,330037,0,1,2023,3,4,4,2,1,1,2,1,1,2,3
53248,3,5,9,6,6,6,8,4,2,33,330037,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53249,2,3,6,3,3,3,5,2,2,33,330037,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53250,4,5,11,7,8,8,10,6,2,33,330038,1,1,2023,1,2,4,3,1,1,2,1,1,1,3
53251,3,5,8,5,5,5,7,3,2,33,330039,1,1,2023,1,4,2,2,1,1,2,1,1,1,3
53252,4,5,10,6,7,7,9,6,2,33,330039,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53253,3,5,8,5,5,5,7,4,2,33,330040,1,1,2023,1,2,4,2,1,1,2,2,1,1,1
53254,3,4,7,4,4,4,6,3,2,33,330041,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
53255,4,5,11,7,8,8,10,6,2,33,330041,2,1,2023,1,2,4,2,1,1,2,2,1,1,3
53256,3,4,7,4,4,4,6,3,2,33,330042,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
53257,3,5,9,6,6,6,8,4,2,33,330042,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53258,3,5,9,6,6,6,8,4,2,33,330042,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53259,3,5,9,6,6,6,8,5,2,33,330043,1,1,2023,1,2,4,2,1,1,2,2,1,1,1
53260,3,5,8,5,5,5,7,3,2,33,330044,0,1,2023,3,4,4,2,1,7,8,1,1,3,1
53261,3,4,7,4,4,4,6,3,2,33,330044,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53262,3,5,8,5,5,5,7,3,2,33,330044,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53263,5,6,13,8,10,10,12,7,3,33,330044,2,1,2023,1,3,4,3,0,0,0,1,6,1,5
53264,4,5,10,6,7,7,9,6,2,33,330045,0,1,2023,3,4,4,1,1,1,2,1,1,5,3
53265,3,5,8,5,5,5,7,4,2,33,330045,1,1,2023,1,3,4,3,0,0,0,1,6,1,5
53266,4,5,11,7,8,8,10,6,2,33,330046,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
53267,4,5,11,7,8,8,10,6,2,33,330046,2,1,2023,1,2,4,1,0,0,0,1,6,1,5
53268,3,4,7,4,4,4,6,3,2,33,330046,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
53269,1,1,3,1,1,1,3,1,1,33,330046,2,3,2023,2,2,4,3,0,0,0,1,6,1,5
53270,4,5,10,6,7,7,9,6,2,33,330047,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53271,4,5,12,7,9,9,11,6,2,33,330048,1,1,2023,1,2,4,1,1,7,8,1,1,1,1
53272,4,5,10,6,7,7,9,6,2,33,330049,1,1,2023,1,2,4,2,1,6,7,1,1,1,1
53273,3,4,7,4,4,4,6,2,2,33,330050,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53274,2,3,6,3,3,3,5,2,2,33,330050,1,2,2023,2,4,2,3,0,0,0,1,6,1,5
53275,4,5,11,7,8,8,10,6,2,33,330051,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53276,4,5,10,6,7,7,9,5,2,33,330052,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53277,3,5,8,5,5,5,7,3,2,33,330052,2,1,2023,1,3,4,3,0,0,0,1,6,1,5
53278,4,5,10,6,7,7,9,5,2,33,330053,1,1,2023,1,4,1,1,1,1,2,1,1,1,1
53279,4,5,11,7,8,8,10,6,2,33,330054,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53280,4,5,11,7,8,8,10,6,2,33,330054,1,2,2023,2,3,4,3,0,0,0,1,6,1,5
53281,4,5,12,7,9,9,11,6,2,33,330054,2,1,2023,1,4,2,1,1,1,2,1,1,1,1
53282,3,5,9,6,6,6,8,5,2,33,330055,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
53283,2,3,6,3,3,3,5,2,2,33,330055,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53284,2,3,6,3,3,3,5,2,2,33,330055,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53285,4,5,11,7,8,8,10,6,2,33,330056,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
53286,2,2,5,2,2,2,4,1,2,33,330056,2,1,2023,1,2,4,3,0,0,0,1,6,1,5
53287,3,4,7,4,4,4,6,3,2,33,330057,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53288,3,5,9,6,6,6,8,5,2,33,330057,1,2,2023,2,2,4,3,1,1,2,2,1,1,1
53289,4,5,10,6,7,7,9,6,2,33,330058,1,1,2023,1,4,2,1,1,1,2,1,1,1,1
53290,3,4,7,4,4,4,6,3,2,33,330058,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53291,3,4,7,4,4,4,6,3,2,33,330058,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53292,1,1,1,1,1,1,1,1,1,33,330058,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
53293,4,5,10,6,7,7,9,6,2,33,330059,0,1,2023,4,4,4,2,1,1,2,1,1,3,3
53294,4,5,11,7,8,8,10,6,2,33,330059,1,1,2023,1,2,4,3,0,0,0,1,6,1,5
53295,4,5,10,6,7,7,9,5,2,33,330060,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
53296,3,5,8,5,5,5,7,4,2,33,330061,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53297,4,5,12,7,9,9,11,6,2,33,330061,2,1,2023,1,1,4,1,1,1,2,1,1,1,3
53298,2,3,6,3,3,3,5,2,2,33,330062,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
53299,4,5,11,7,8,8,10,6,2,33,330063,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
53300,4,5,10,6,7,7,9,6,2,33,330063,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53301,3,4,7,4,4,4,6,3,2,33,330065,1,1,2023,1,4,2,2,1,1,2,1,1,1,1
53302,4,5,12,7,9,9,11,6,2,33,330066,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53303,4,5,10,6,7,7,9,6,2,33,330066,2,1,2023,1,4,1,1,1,1,2,1,1,1,3
53304,4,5,10,6,7,7,9,5,2,33,330067,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53305,4,5,11,7,8,8,10,6,2,33,330067,2,1,2023,1,4,2,1,1,1,2,1,1,1,3
53306,3,4,7,4,4,4,6,2,2,33,330068,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53307,3,5,8,5,5,5,7,3,2,33,330069,1,1,2023,1,2,4,2,1,1,2,1,1,1,1
53308,3,5,8,5,5,5,7,4,2,33,330069,1,2,2023,2,2,4,3,0,0,0,1,6,1,5
53309,2,3,6,3,3,3,5,2,2,33,330069,2,1,2023,1,2,4,1,0,0,0,1,6,1,5
53310,3,4,7,4,4,4,6,2,2,33,330069,2,2,2023,2,2,4,3,0,0,0,1,6,1,5
53311,1,1,1,1,1,1,1,1,1,33,330069,2,3,2023,2,2,4,3,0,0,0,1,6,1,5
53312,4,5,11,7,8,8,10,6,2,33,330070,1,1,2023,1,2,2,1,1,1,2,1,1,1,1
53313,4,5,11,7,8,8,10,6,2,33,330070,1,2,2023,2,2,2,1,1,1,2,1,1,1,3
53314,3,5,8,5,5,5,7,3,2,33,330070,2,1,2023,1,1,4,2,0,0,0,1,6,1,5
53315,4,5,11,7,8,8,10,6,2,33,330071,1,1,2023,1,2,4,1,1,1,2,1,1,1,1
53316,4,5,12,7,9,9,11,6,2,33,330072,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53317,4,5,11,7,8,8,10,6,2,33,330072,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53318,3,5,9,6,6,6,8,5,2,33,330072,2,1,2023,1,4,2,2,1,1,2,1,1,1,3
53319,4,5,10,6,7,7,9,5,2,33,330072,2,2,2023,2,4,2,3,0,0,0,1,6,1,5
53320,2,3,6,3,3,3,5,2,2,33,330073,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53321,3,5,9,6,6,6,8,5,2,33,330073,2,1,2023,1,4,1,2,1,6,7,1,1,1,3
53322,3,5,9,6,6,6,8,5,2,33,330074,1,1,2023,1,4,2,2,1,1,2,1,1,1,1
53323,2,2,5,2,2,2,4,1,2,33,330074,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53324,3,5,8,5,5,5,7,3,2,33,330075,1,1,2023,1,4,2,2,1,1,2,1,1,1,3
53325,3,4,7,4,4,4,6,3,2,33,330076,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53326,2,3,6,3,3,3,5,2,2,33,330076,2,1,2023,1,4,2,2,3,1,8,1,1,1,3
53327,4,5,11,7,8,8,10,6,2,33,330076,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53328,3,4,7,4,4,4,6,3,2,33,330077,1,1,2023,1,4,1,3,3,1,8,1,1,1,3
53329,3,5,9,6,6,6,8,5,2,33,330077,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53330,1,1,3,1,1,1,2,1,1,33,330077,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53331,1,1,3,1,1,1,2,1,1,33,330077,2,3,2023,2,1,4,3,0,0,0,1,6,1,5
53332,3,5,9,6,6,6,8,5,2,33,330077,2,4,2023,2,1,4,3,0,0,0,1,6,1,5
53333,3,5,9,6,6,6,8,5,2,33,330077,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53334,2,2,5,2,2,2,4,1,2,33,330078,1,1,2023,1,2,4,1,1,1,2,2,1,1,3
53335,2,2,5,2,2,2,4,1,2,33,330078,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53336,4,5,12,7,9,9,11,6,2,33,330079,0,1,2023,3,4,4,1,1,1,2,1,1,4,1
53337,2,2,5,2,2,2,4,1,2,33,330079,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53338,4,5,10,6,7,7,9,5,2,33,330080,1,1,2023,1,4,2,1,1,6,7,1,1,1,3
53339,3,5,9,6,6,6,8,5,2,33,330080,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53340,4,5,11,7,8,8,10,6,2,33,330080,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53341,3,4,7,4,4,4,6,3,2,33,330081,1,1,2023,1,2,4,1,1,6,7,1,1,1,1
53342,4,5,12,7,9,9,11,6,2,33,330081,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53343,3,5,9,6,6,6,8,5,2,33,330081,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53344,3,5,9,6,6,6,8,5,2,33,330081,3,2,2023,2,1,4,3,0,0,0,1,6,1,5
53345,3,5,8,5,5,5,7,4,2,33,330082,1,1,2023,1,2,4,1,0,0,0,1,6,1,5
53346,3,4,7,4,4,4,6,3,2,33,330082,1,2,2023,2,2,4,1,1,6,7,2,1,1,3
53347,1,1,2,1,1,1,2,1,1,33,330082,1,3,2023,2,2,4,3,0,0,0,1,6,1,5
53348,1,1,2,1,1,1,2,1,1,33,330082,1,4,2023,2,2,4,3,0,0,0,1,6,1,5
53349,1,1,1,1,1,1,1,1,1,33,330082,1,5,2023,2,1,4,3,0,0,0,1,6,1,5
53350,1,1,2,1,1,1,2,1,1,33,330082,1,6,2023,2,2,4,3,0,0,0,1,6,1,5
53351,4,5,10,6,7,7,9,6,2,33,330083,1,1,2023,1,4,2,1,1,1,2,1,1,1,3
53352,3,5,9,6,6,6,8,5,2,33,330084,0,1,2023,3,4,4,1,1,1,2,1,1,2,3
53353,3,5,8,5,5,5,7,3,2,33,330084,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53354,3,5,9,6,6,6,8,5,2,33,330085,1,1,2023,1,1,4,2,0,0,0,1,6,1,5
53355,4,5,11,7,8,8,10,6,2,33,330085,2,1,2023,1,4,2,1,1,2,3,1,1,1,1
53356,3,5,9,6,6,6,8,5,2,33,330085,2,2,2023,2,4,2,2,2,6,1,1,1,1,1
53357,4,5,12,7,9,9,11,6,2,33,330086,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
53358,4,5,10,6,7,7,9,6,2,33,330087,1,1,2023,1,4,1,1,1,1,2,1,1,1,1
53359,4,5,11,7,8,8,10,6,2,33,330088,1,1,2023,1,1,4,1,1,1,2,1,1,1,3
53360,4,5,11,7,8,8,10,6,2,33,330088,1,2,2023,2,1,4,1,1,1,2,1,1,1,3
53361,4,5,11,7,8,8,10,6,2,33,330088,1,3,2023,2,1,4,2,1,1,2,1,1,1,3
53362,3,5,8,5,5,5,7,3,2,33,330088,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53363,3,4,7,4,4,4,6,2,2,33,330088,3,1,2023,1,1,4,3,0,0,0,1,6,1,5
53364,4,5,10,6,7,7,9,6,2,33,330088,4,1,2023,1,2,4,3,0,0,0,1,6,1,5
53365,3,4,7,4,4,4,6,3,2,33,330089,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
53366,3,5,8,5,5,5,7,3,2,33,330090,1,1,2023,1,4,1,1,1,1,2,1,1,1,3
53367,3,5,9,6,6,6,8,5,2,33,330090,2,1,2023,1,1,4,3,0,0,0,1,6,1,5
53368,3,5,9,6,6,6,8,5,2,33,330090,2,2,2023,2,1,4,3,0,0,0,1,6,1,5
53369,3,5,9,6,6,6,8,5,2,33,330091,1,1,2023,1,1,4,3,0,0,0,1,6,1,5
53370,3,5,8,5,5,5,7,4,2,33,330091,1,2,2023,2,1,4,1,0,0,0,1,6,1,5
53371,2,3,6,3,3,3,5,2,2,33,330091,2,1,2023,1,4,2,3,1,1,2,1,1,1,3
53372,3,5,8,5,5,5,7,3,2,33,330092,1,1,2023,1,4,2,2,1,1,2,1,1,1,3
53373,3,4,7,4,4,4,6,3,2,33,330093,1,1,2023,1,2,4,1,1,1,2,1,1,1,3
53374,4,5,10,6,7,7,9,5,2,33,330094,1,1,2023,1,3,4,1,0,0,0,1,6,1,5
53375,4,5,11,7,8,8,10,6,2,33,330094,2,1,2023,1,3,4,1,1,4,5,1,1,1,3
53376,4,5,11,7,8,8,10,6,2,33,330094,2,2,2023,2,3,4,3,0,0,0,1,6,1,5
53377,4,5,10,6,7,7,9,6,2,33,330094,2,3,2023,2,3,4,1,1,4,5,1,1,1,3
53378,3,4,7,4,4,4,6,3,2,33,330095,1,1,2023,1,1,4,1,1,2,3,1,1,1,1
53379,4,5,11,7,8,8,10,6,2,33,330095,2,1,2023,1,1,4,1,1,2,3,1,1,1,1
53380,4,5,11,7,8,8,10,6,2,33,330096,1,1,2023,1,4,1,3,1,1,2,1,1,1,3
53381,4,5,11,7,8,8,10,6,2,33,330097,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53382,4,5,12,7,9,9,11,6,2,33,330097,1,2,2023,2,3,4,3,0,0,0,3,6,1,5
53383,4,5,10,6,7,7,9,6,2,33,330097,1,3,2023,2,3,4,3,0,0,0,3,6,1,5
53384,3,5,8,5,5,5,7,4,2,33,330097,2,1,2023,1,4,2,1,1,1,2,1,1,1,3
53385,3,5,8,5,5,5,7,3,2,33,330098,1,1,2023,1,1,4,1,0,0,0,1,6,1,5
53386,4,5,11,7,8,8,10,6,2,33,330098,1,2,2023,2,1,4,3,0,0,0,1,6,1,5
53387,3,4,7,4,4,4,6,2,2,33,330098,1,3,2023,2,2,4,3,0,0,0,1,6,1,5
53388,3,5,8,5,5,5,7,4,2,33,330098,1,4,2023,2,2,4,3,0,0,0,1,6,1,5
53389,3,5,8,5,5,5,7,3,2,33,330098,1,5,2023,2,2,4,3,0,0,0,1,6,1,5
53390,3,5,9,6,6,6,8,4,2,33,330098,1,6,2023,2,2,4,1,1,4,5,2,1,1,1
53391,2,3,6,3,3,3,5,2,2,33,330099,1,1,2023,1,1,4,1,1,1,2,1,1,1,1
53392,3,5,8,5,5,5,7,4,2,33,330100,1,1,2023,1,2,4,1,1,6,7,2,1,1,1
